Date,LBMA_Gold_USD
2008-03-03,983.375
2008-03-04,983.25
2008-03-05,970.375
2008-03-06,981.375
2008-03-07,975.5
2008-03-10,971.2
2008-03-11,975.25
2008-03-12,975.625
2008-03-13,991.625
2008-03-14,1000.25
2008-03-17,1017.375
2008-03-18,1006.25
2008-03-19,976.875
2008-03-20,919.625
2008-03-25,928.7
2008-03-26,946.25
2008-03-27,947.5
2008-03-28,939.375
2008-03-31,935.375
2008-04-01,892.375
2008-04-02,891.75
2008-04-03,897.375
2008-04-04,905.375
2008-04-07,920.6
2008-04-08,918.0
2008-04-09,911.875
2008-04-10,931.125
2008-04-11,926.625
2008-04-14,922.125
2008-04-15,930.75
2008-04-16,938.875
2008-04-17,948.75
2008-04-18,925.5
2008-04-21,917.125
2008-04-22,919.375
2008-04-23,907.375
2008-04-24,898.125
2008-04-25,887.5
2008-04-28,891.375
2008-04-29,883.0
2008-04-30,869.375
2008-05-01,858.25
2008-05-02,853.875
2008-05-06,879.0
2008-05-07,871.125
2008-05-08,874.625
2008-05-09,881.625
2008-05-12,883.0
2008-05-13,871.0
2008-05-14,864.75
2008-05-15,873.75
2008-05-16,891.0
2008-05-19,907.625
2008-05-20,910.75
2008-05-21,924.0
2008-05-22,925.5
2008-05-23,924.875
2008-05-27,915.25
2008-05-28,897.25
2008-05-29,888.0
2008-05-30,882.625
2008-06-02,889.75
2008-06-03,887.375
2008-06-04,880.375
2008-06-05,875.875
2008-06-06,887.0
2008-06-09,900.25
2008-06-10,881.25
2008-06-11,875.25
2008-06-12,866.75
2008-06-13,865.0
2008-06-16,880.125
2008-06-17,882.25
2008-06-18,885.75
2008-06-19,898.125
2008-06-20,903.75
2008-06-23,893.125
2008-06-24,889.0
2008-06-25,885.0
2008-06-26,901.0
2008-06-27,921.25
2008-06-30,931.5
2008-07-01,933.5
2008-07-02,935.625
2008-07-03,936.875
2008-07-04,931.0
2008-07-07,918.875
2008-07-08,925.125
2008-07-09,925.25
2008-07-10,935.125
2008-07-11,955.875
2008-07-14,962.875
2008-07-15,983.875
2008-07-16,975.75
2008-07-17,965.0
2008-07-18,960.625
2008-07-21,963.375
2008-07-22,967.25
2008-07-23,930.625
2008-07-24,927.875
2008-07-25,926.375
2008-07-28,926.375
2008-07-29,922.75
2008-07-30,905.8
2008-07-31,915.0
2008-08-01,911.0
2008-08-04,907.875
2008-08-05,883.0
2008-08-06,882.125
2008-08-07,877.0
2008-08-08,858.5
2008-08-11,858.125
2008-08-12,813.25
2008-08-13,821.25
2008-08-14,825.625
2008-08-15,785.625
2008-08-18,796.875
2008-08-19,789.875
2008-08-20,811.25
2008-08-21,827.25
2008-08-22,827.0
2008-08-26,818.375
2008-08-27,830.25
2008-08-28,835.125
2008-08-29,834.75
2008-09-01,827.125
2008-09-02,800.5
2008-09-03,799.0
2008-09-04,808.125
2008-09-05,802.375
2008-09-08,807.25
2008-09-09,790.75
2008-09-10,775.0
2008-09-11,741.75
2008-09-12,753.875
2008-09-15,777.125
2008-09-16,779.625
2008-09-17,799.25
2008-09-18,863.625
2008-09-19,853.25
2008-09-22,881.0
2008-09-23,895.75
2008-09-24,892.25
2008-09-25,888.75
2008-09-26,885.5
2008-09-29,890.75
2008-09-30,890.75
2008-10-01,878.0
2008-10-02,859.125
2008-10-03,835.25
2008-10-06,856.0
2008-10-07,879.25
2008-10-08,908.25
2008-10-09,885.125
2008-10-10,909.25
2008-10-13,848.25
2008-10-14,841.0
2008-10-15,847.75
2008-10-16,818.5
2008-10-17,792.75
2008-10-20,799.0
2008-10-21,776.5
2008-10-22,750.75
2008-10-23,723.0
2008-10-24,702.5
2008-10-27,725.5
2008-10-28,737.75
2008-10-29,756.625
2008-10-30,763.75
2008-10-31,729.625
2008-11-03,731.75
2008-11-04,737.625
2008-11-05,753.5
2008-11-06,746.75
2008-11-07,738.625
2008-11-10,752.375
2008-11-11,737.75
2008-11-12,728.125
2008-11-13,713.75
2008-11-14,738.5
2008-11-17,739.5
2008-11-18,737.25
2008-11-19,749.875
2008-11-20,741.625
2008-11-21,766.5
2008-11-24,819.625
2008-11-25,811.5
2008-11-26,814.75
2008-11-27,813.75
2008-11-28,814.0
2008-12-01,786.75
2008-12-02,776.25
2008-12-03,769.875
2008-12-04,773.0
2008-12-05,760.375
2008-12-08,769.75
2008-12-09,769.375
2008-12-10,794.0
2008-12-11,824.375
2008-12-12,820.125
2008-12-15,826.75
2008-12-16,835.875
2008-12-17,861.875
2008-12-18,863.875
2008-12-19,837.375
2008-12-22,847.5
2008-12-23,843.75
2008-12-24,
2008-12-29,880.625
2008-12-30,869.875
2008-12-31,
2009-01-02,872.125
2009-01-05,856.75
2009-01-06,846.125
2009-01-07,856.25
2009-01-08,849.125
2009-01-09,850.625
2009-01-12,837.75
2009-01-13,821.0
2009-01-14,824.375
2009-01-15,811.5
2009-01-16,829.0
2009-01-19,837.75
2009-01-20,844.125
2009-01-21,854.875
2009-01-22,853.875
2009-01-23,874.375
2009-01-26,908.375
2009-01-27,896.75
2009-01-28,893.25
2009-01-29,885.375
2009-01-30,919.0
2009-02-02,916.0
2009-02-03,903.25
2009-02-04,903.625
2009-02-05,917.375
2009-02-06,913.5
2009-02-09,898.0
2009-02-10,902.875
2009-02-11,930.0
2009-02-12,943.625
2009-02-13,937.375
2009-02-16,942.75
2009-02-17,965.125
2009-02-18,964.375
2009-02-19,977.0
2009-02-20,985.0
2009-02-23,986.375
2009-02-24,987.0
2009-02-25,967.375
2009-02-26,940.75
2009-02-27,947.875
2009-03-02,943.375
2009-03-03,919.25
2009-03-04,909.75
2009-03-05,913.125
2009-03-06,936.875
2009-03-09,929.25
2009-03-10,906.5
2009-03-11,899.75
2009-03-12,919.875
2009-03-13,924.0
2009-03-16,921.25
2009-03-17,917.75
2009-03-18,902.0
2009-03-19,946.875
2009-03-20,955.5
2009-03-23,951.0
2009-03-24,926.25
2009-03-25,925.125
2009-03-26,936.875
2009-03-27,925.5
2009-03-30,925.5
2009-03-31,917.5
2009-04-01,922.0
2009-04-02,906.25
2009-04-03,903.25
2009-04-06,874.875
2009-04-07,879.5
2009-04-08,883.625
2009-04-09,882.125
2009-04-14,891.25
2009-04-15,891.625
2009-04-16,884.75
2009-04-17,871.25
2009-04-20,873.5
2009-04-21,888.75
2009-04-22,885.5
2009-04-23,896.0
2009-04-24,908.25
2009-04-27,909.625
2009-04-28,894.0
2009-04-29,896.375
2009-04-30,886.125
2009-05-01,883.0
2009-05-05,906.5
2009-05-06,906.75
2009-05-07,912.5
2009-05-08,912.25
2009-05-11,912.75
2009-05-12,918.5
2009-05-13,924.875
2009-05-14,924.25
2009-05-15,927.25
2009-05-18,925.375
2009-05-19,923.125
2009-05-20,934.0
2009-05-21,938.75
2009-05-22,956.125
2009-05-26,943.5
2009-05-27,950.25
2009-05-28,953.75
2009-05-29,973.75
2009-06-01,984.375
2009-06-02,976.75
2009-06-03,977.875
2009-06-04,969.0
2009-06-05,969.875
2009-06-08,945.125
2009-06-09,954.25
2009-06-10,957.5
2009-06-11,950.25
2009-06-12,943.625
2009-06-15,932.125
2009-06-16,935.375
2009-06-17,932.125
2009-06-18,938.625
2009-06-19,934.5
2009-06-22,921.625
2009-06-23,920.5
2009-06-24,931.125
2009-06-25,935.75
2009-06-26,942.5
2009-06-29,937.625
2009-06-30,937.75
2009-07-01,934.875
2009-07-02,932.75
2009-07-03,932.5
2009-07-06,923.0
2009-07-07,924.875
2009-07-08,919.375
2009-07-09,913.25
2009-07-10,911.5
2009-07-13,908.5
2009-07-14,923.25
2009-07-15,934.0
2009-07-16,935.125
2009-07-17,936.0
2009-07-20,952.5
2009-07-21,947.75
2009-07-22,946.875
2009-07-23,952.625
2009-07-24,950.625
2009-07-27,955.5
2009-07-28,949.625
2009-07-29,933.25
2009-07-30,932.25
2009-07-31,937.75
2009-08-03,957.0
2009-08-04,957.0
2009-08-05,962.5
2009-08-06,962.375
2009-08-07,958.25
2009-08-10,949.25
2009-08-11,944.375
2009-08-12,945.375
2009-08-13,954.75
2009-08-14,955.5
2009-08-17,935.125
2009-08-18,936.625
2009-08-19,938.625
2009-08-20,942.0
2009-08-21,947.0
2009-08-24,952.625
2009-08-25,949.0
2009-08-26,945.0
2009-08-27,943.25
2009-08-28,953.125
2009-09-01,952.375
2009-09-02,959.875
2009-09-03,982.75
2009-09-04,988.125
2009-09-07,992.875
2009-09-08,1002.625
2009-09-09,997.625
2009-09-10,989.625
2009-09-11,1003.25
2009-09-14,996.75
2009-09-15,996.75
2009-09-16,1016.375
2009-09-17,1019.5
2009-09-18,1013.0
2009-09-21,998.125
2009-09-22,1014.875
2009-09-23,1012.5
2009-09-24,1011.875
2009-09-25,994.25
2009-09-28,991.125
2009-09-29,990.625
2009-09-30,998.5
2009-10-01,1005.25
2009-10-02,1000.75
2009-10-05,1004.875
2009-10-06,1029.5
2009-10-07,1043.625
2009-10-08,1049.875
2009-10-09,1049.125
2009-10-12,1055.375
2009-10-13,1061.0
2009-10-14,1062.75
2009-10-15,1053.0
2009-10-16,1047.625
2009-10-19,1052.5
2009-10-20,1062.875
2009-10-21,1053.625
2009-10-22,1053.875
2009-10-23,1061.5
2009-10-26,1054.5
2009-10-27,1038.625
2009-10-28,1033.625
2009-10-29,1037.25
2009-10-30,1042.25
2009-11-02,1057.0
2009-11-03,1059.5
2009-11-04,1090.875
2009-11-05,1088.5
2009-11-06,1095.875
2009-11-09,1107.625
2009-11-10,1100.625
2009-11-11,1115.0
2009-11-12,1115.375
2009-11-13,1105.75
2009-11-16,1129.375
2009-11-17,1133.25
2009-11-18,1147.5
2009-11-19,1135.75
2009-11-20,1141.25
2009-11-23,1167.75
2009-11-24,1166.75
2009-11-25,1178.125
2009-11-26,1182.875
2009-11-27,1165.5
2009-11-30,1173.875
2009-12-01,1193.0
2009-12-02,1212.0
2009-12-03,1213.5
2009-12-04,1196.75
2009-12-07,1145.0
2009-12-08,1155.5
2009-12-09,1141.625
2009-12-10,1127.125
2009-12-11,1132.0
2009-12-14,1121.875
2009-12-15,1118.5
2009-12-16,1135.75
2009-12-17,1119.25
2009-12-18,1105.5
2009-12-21,1109.375
2009-12-22,1089.125
2009-12-23,1082.875
2009-12-24,
2009-12-29,1104.5
2009-12-30,1090.0
2009-12-31,
2010-01-04,1117.25
2010-01-05,1124.25
2010-01-06,1127.5
2010-01-07,1130.5
2010-01-08,1124.25
2010-01-11,1155.5
2010-01-12,1152.0
2010-01-13,1130.0
2010-01-14,1137.875
2010-01-15,1130.0
2010-01-18,1135.125
2010-01-19,1133.5
2010-01-20,1124.625
2010-01-21,1106.125
2010-01-22,1090.25
2010-01-25,1099.375
2010-01-26,1092.0
2010-01-27,1094.75
2010-01-28,1089.875
2010-01-29,1080.625
2010-02-01,1084.25
2010-02-02,1112.5
2010-02-03,1116.875
2010-02-04,1092.875
2010-02-05,1055.125
2010-02-08,1067.0
2010-02-09,1069.625
2010-02-10,1072.5
2010-02-11,1077.875
2010-02-12,1080.125
2010-02-15,1098.875
2010-02-16,1115.25
2010-02-17,1118.625
2010-02-18,1111.75
2010-02-19,1109.875
2010-02-22,1117.5
2010-02-23,1109.5
2010-02-24,1098.0
2010-02-25,1093.625
2010-02-26,1110.375
2010-03-01,1115.625
2010-03-02,1121.25
2010-03-03,1136.375
2010-03-04,1135.375
2010-03-05,1135.0
2010-03-08,1129.875
2010-03-09,1117.875
2010-03-10,1122.5
2010-03-11,1105.0
2010-03-12,1112.5
2010-03-15,1104.125
2010-03-16,1119.0
2010-03-17,1126.5
2010-03-18,1122.75
2010-03-19,1113.5
2010-03-22,1100.75
2010-03-23,1101.125
2010-03-24,1092.375
2010-03-25,1093.25
2010-03-26,1097.25
2010-03-29,1109.375
2010-03-30,1108.375
2010-03-31,1112.5
2010-04-01,1119.75
2010-04-06,1128.375
2010-04-07,1137.625
2010-04-08,1147.25
2010-04-09,1154.25
2010-04-12,1161.125
2010-04-13,1148.75
2010-04-14,1156.375
2010-04-15,1152.875
2010-04-16,1154.25
2010-04-19,1131.875
2010-04-20,1143.625
2010-04-21,1143.375
2010-04-22,1139.0
2010-04-23,1139.75
2010-04-26,1154.25
2010-04-27,1150.875
2010-04-28,1162.625
2010-04-29,1168.375
2010-04-30,1177.25
2010-05-04,1184.625
2010-05-05,1168.5
2010-05-06,1181.625
2010-05-07,1200.925
2010-05-10,1192.375
2010-05-11,1215.75
2010-05-12,1239.375
2010-05-13,1236.25
2010-05-14,1237.625
2010-05-17,1233.125
2010-05-18,1215.875
2010-05-19,1202.25
2010-05-20,1189.625
2010-05-21,1181.625
2010-05-24,1185.375
2010-05-25,1193.875
2010-05-26,1212.25
2010-05-27,1210.875
2010-05-28,1210.75
2010-06-01,1223.75
2010-06-02,1218.0
2010-06-03,1217.375
2010-06-04,1203.5
2010-06-07,1213.7
2010-06-08,1247.0
2010-06-09,1234.25
2010-06-10,1218.75
2010-06-11,1220.25
2010-06-14,1226.625
2010-06-15,1224.0
2010-06-16,1235.0
2010-06-17,1239.75
2010-06-18,1250.0
2010-06-21,1257.0
2010-06-22,1235.625
2010-06-23,1234.75
2010-06-24,1234.75
2010-06-25,1248.25
2010-06-28,1258.5
2010-06-29,1235.25
2010-06-30,1242.25
2010-07-01,1237.0
2010-07-02,1206.0
2010-07-05,1208.25
2010-07-06,1202.875
2010-07-07,1189.625
2010-07-08,1197.375
2010-07-09,1202.5
2010-07-12,1204.625
2010-07-13,1211.25
2010-07-14,1209.625
2010-07-15,1209.875
2010-07-16,1197.0
2010-07-19,1185.625
2010-07-20,1182.25
2010-07-21,1191.375
2010-07-22,1193.25
2010-07-23,1194.625
2010-07-26,1186.25
2010-07-27,1176.0
2010-07-28,1160.5
2010-07-29,1164.25
2010-07-30,1168.5
2010-08-02,1183.25
2010-08-03,1185.75
2010-08-04,1197.0
2010-08-05,1194.0
2010-08-06,1201.125
2010-08-09,1204.5
2010-08-10,1194.625
2010-08-11,1201.75
2010-08-12,1206.5
2010-08-13,1214.625
2010-08-16,1222.75
2010-08-17,1226.125
2010-08-18,1220.5
2010-08-19,1230.75
2010-08-20,1227.0
2010-08-23,1226.5
2010-08-24,1220.0
2010-08-25,1237.5
2010-08-26,1238.625
2010-08-27,1234.75
2010-08-31,1239.75
2010-09-01,1248.25
2010-09-02,1248.125
2010-09-03,1246.25
2010-09-06,1249.25
2010-09-07,1252.0
2010-09-08,1256.5
2010-09-09,1254.25
2010-09-10,1247.625
2010-09-13,1243.375
2010-09-14,1259.375
2010-09-15,1268.7
2010-09-16,1271.875
2010-09-17,1277.75
2010-09-20,1279.75
2010-09-21,1276.875
2010-09-22,1292.625
2010-09-23,1291.125
2010-09-24,1297.5
2010-09-27,1297.625
2010-09-28,1291.5
2010-09-29,1307.5
2010-09-30,1309.0
2010-10-01,1314.625
2010-10-04,1314.75
2010-10-05,1328.125
2010-10-06,1346.75
2010-10-07,1352.25
2010-10-08,1336.0
2010-10-11,1350.0
2010-10-12,1346.0
2010-10-13,1362.0
2010-10-14,1377.0
2010-10-15,1372.375
2010-10-18,1363.5
2010-10-19,1353.375
2010-10-20,1339.75
2010-10-21,1344.375
2010-10-22,1320.75
2010-10-25,1341.25
2010-10-26,1331.75
2010-10-27,1328.375
2010-10-28,1330.0
2010-10-29,1341.75
2010-11-01,1358.0
2010-11-02,1354.5
2010-11-03,1352.0
2010-11-04,1371.0
2010-11-05,1389.875
2010-11-08,1389.25
2010-11-09,1418.625
2010-11-10,1396.25
2010-11-11,1405.75
2010-11-12,1387.75
2010-11-15,1367.75
2010-11-16,1356.125
2010-11-17,1337.0
2010-11-18,1353.5
2010-11-19,1350.0
2010-11-22,1357.0
2010-11-23,1369.25
2010-11-24,1374.375
2010-11-25,1371.875
2010-11-26,1360.75
2010-11-29,1358.5
2010-11-30,1379.25
2010-12-01,1388.5
2010-12-02,1389.5
2010-12-03,1397.625
2010-12-06,1413.375
2010-12-07,1423.0
2010-12-08,1390.25
2010-12-09,1386.625
2010-12-10,1382.625
2010-12-13,1393.625
2010-12-14,1399.75
2010-12-15,1388.5
2010-12-16,1373.5
2010-12-17,1371.625
2010-12-20,1380.5
2010-12-21,1384.5
2010-12-22,1388.0
2010-12-23,1378.75
2010-12-24,
2010-12-29,1408.0
2010-12-30,1408.5
2010-12-31,
2011-01-04,1397.0
2011-01-05,1375.375
2011-01-06,1372.25
2011-01-07,1362.5
2011-01-10,1368.25
2011-01-11,1377.5
2011-01-12,1381.125
2011-01-13,1381.125
2011-01-14,1368.125
2011-01-17,1359.0
2011-01-18,1369.125
2011-01-19,1372.875
2011-01-20,1355.0
2011-01-21,1343.75
2011-01-24,1345.25
2011-01-25,1325.0
2011-01-26,1331.75
2011-01-27,1336.0
2011-01-28,1317.5
2011-01-31,1330.25
2011-02-01,1334.5
2011-02-02,1337.0
2011-02-03,1330.25
2011-02-04,1351.25
2011-02-07,1347.25
2011-02-08,1358.75
2011-02-09,1363.75
2011-02-10,1356.0
2011-02-11,1361.5
2011-02-14,1360.875
2011-02-15,1372.5
2011-02-16,1372.875
2011-02-17,1378.0
2011-02-18,1384.5
2011-02-21,1401.25
2011-02-22,1397.75
2011-02-23,1405.25
2011-02-24,1413.0
2011-02-25,1403.75
2011-02-28,1410.375
2011-03-01,1417.625
2011-03-02,1433.0
2011-03-03,1426.0
2011-03-04,1422.5
2011-03-07,1437.25
2011-03-08,1430.625
2011-03-09,1431.25
2011-03-10,1418.75
2011-03-11,1410.625
2011-03-14,1423.375
2011-03-15,1403.75
2011-03-16,1400.25
2011-03-17,1403.625
2011-03-18,1417.75
2011-03-21,1429.875
2011-03-22,1425.75
2011-03-23,1436.25
2011-03-24,1444.125
2011-03-25,1435.0
2011-03-28,1418.5
2011-03-29,1415.75
2011-03-30,1422.25
2011-03-31,1435.0
2011-04-01,1426.25
2011-04-04,1434.0
2011-04-05,1434.0
2011-04-06,1459.25
2011-04-07,1458.0
2011-04-08,1470.0
2011-04-11,1468.75
2011-04-12,1455.875
2011-04-13,1457.75
2011-04-14,1461.625
2011-04-15,1474.625
2011-04-18,1488.75
2011-04-19,1492.75
2011-04-20,1503.0
2011-04-21,1505.5
2011-04-26,1501.25
2011-04-27,1509.5
2011-04-28,1533.25
2011-05-03,1543.375
2011-05-04,1538.5
2011-05-05,1512.75
2011-05-06,1487.125
2011-05-09,1503.5
2011-05-10,1515.375
2011-05-11,1516.25
2011-05-12,1488.875
2011-05-13,1508.375
2011-05-16,1497.875
2011-05-17,1487.0
2011-05-18,1493.875
2011-05-19,1490.875
2011-05-20,1496.75
2011-05-23,1509.5
2011-05-24,1523.875
2011-05-25,1526.625
2011-05-26,1520.0
2011-05-27,1529.0
2011-05-31,1536.75
2011-06-01,1533.0
2011-06-02,1540.125
2011-06-03,1535.5
2011-06-06,1545.875
2011-06-07,1546.7
2011-06-08,1536.625
2011-06-09,1535.875
2011-06-10,1535.125
2011-06-13,1525.475
2011-06-14,1517.5
2011-06-15,1523.75
2011-06-16,1524.125
2011-06-17,1531.875
2011-06-20,1540.5
2011-06-21,1543.875
2011-06-22,1549.25
2011-06-23,1532.25
2011-06-24,1517.875
2011-06-27,1499.5
2011-06-28,1500.75
2011-06-29,1505.125
2011-06-30,1506.75
2011-07-01,1487.875
2011-07-04,1495.125
2011-07-05,1504.375
2011-07-06,1521.525
2011-07-07,1526.875
2011-07-08,1533.75
2011-07-11,1549.5
2011-07-12,1547.5
2011-07-13,1575.25
2011-07-14,1591.5
2011-07-15,1582.75
2011-07-18,1598.625
2011-07-19,1601.5
2011-07-20,1585.125
2011-07-21,1600.75
2011-07-22,1595.0
2011-07-25,1616.0
2011-07-26,1611.375
2011-07-27,1623.0
2011-07-28,1615.5
2011-07-29,1621.125
2011-08-01,1618.25
2011-08-02,1630.875
2011-08-03,1668.375
2011-08-04,1671.875
2011-08-05,1661.875
2011-08-08,1701.375
2011-08-09,1753.0
2011-08-10,1762.875
2011-08-11,1773.0
2011-08-12,1745.5
2011-08-15,1738.5
2011-08-16,1780.75
2011-08-17,1791.0
2011-08-18,1809.25
2011-08-19,1855.0
2011-08-22,1877.625
2011-08-23,1881.25
2011-08-24,1810.0
2011-08-25,1722.75
2011-08-26,1787.5
2011-08-30,1808.0
2011-08-31,1819.75
2011-09-01,1818.25
2011-09-02,1864.625
2011-09-05,1895.75
2011-09-06,1893.0
2011-09-07,1827.0
2011-09-08,1841.0
2011-09-09,1865.25
2011-09-12,1838.5
2011-09-13,1813.0
2011-09-14,1823.75
2011-09-15,1794.0
2011-09-16,1786.0
2011-09-19,1805.5
2011-09-20,1795.5
2011-09-21,1801.625
2011-09-22,1743.75
2011-09-23,1709.5
2011-09-26,1606.5
2011-09-27,1665.0
2011-09-28,1649.0
2011-09-29,1616.5
2011-09-30,1624.5
2011-10-03,1657.75
2011-10-04,1655.0
2011-10-05,1608.5
2011-10-06,1642.25
2011-10-07,1651.5
2011-10-10,1662.5
2011-10-11,1662.5
2011-10-12,1684.5
2011-10-13,1664.5
2011-10-14,1677.0
2011-10-17,1685.5
2011-10-18,1644.5
2011-10-19,1651.75
2011-10-20,1624.5
2011-10-21,1632.75
2011-10-24,1651.5
2011-10-25,1656.125
2011-10-26,1714.0
2011-10-27,1713.0
2011-10-28,1738.0
2011-10-31,1720.0
2011-11-01,1700.5
2011-11-02,1737.0
2011-11-03,1745.25
2011-11-04,1752.5
2011-11-07,1773.0
2011-11-08,1794.5
2011-11-09,1782.0
2011-11-10,1761.0
2011-11-11,1768.5
2011-11-14,1778.25
2011-11-15,1775.0
2011-11-16,1764.5
2011-11-17,1749.25
2011-11-18,1724.5
2011-11-21,1703.0
2011-11-22,1698.25
2011-11-23,1683.5
2011-11-24,1695.75
2011-11-25,1682.25
2011-11-28,1714.0
2011-11-29,1717.0
2011-11-30,1725.0
2011-12-01,1751.0
2011-12-02,1749.0
2011-12-05,1744.0
2011-12-06,1714.0
2011-12-07,1733.25
2011-12-08,1727.0
2011-12-09,1710.5
2011-12-12,1669.75
2011-12-13,1668.75
2011-12-14,1619.0
2011-12-15,1582.0
2011-12-16,1591.75
2011-12-19,1595.5
2011-12-20,1609.25
2011-12-21,1622.75
2011-12-22,1607.75
2011-12-23,
2011-12-28,1577.5
2011-12-29,1534.25
2011-12-30,
2012-01-03,1594.0
2012-01-04,1608.0
2012-01-05,1606.75
2012-01-06,1618.75
2012-01-09,1616.5
2012-01-10,1632.0
2012-01-11,1637.75
2012-01-12,1656.75
2012-01-13,1638.75
2012-01-16,1642.25
2012-01-17,1659.0
2012-01-18,1652.0
2012-01-19,1659.5
2012-01-20,1649.5
2012-01-23,1675.25
2012-01-24,1667.25
2012-01-25,1654.5
2012-01-26,1720.0
2012-01-27,1724.0
2012-01-30,1724.75
2012-01-31,1741.0
2012-02-01,1742.0
2012-02-02,1749.25
2012-02-03,1746.75
2012-02-06,1718.0
2012-02-07,1722.0
2012-02-08,1744.5
2012-02-09,1740.5
2012-02-10,1713.5
2012-02-13,1723.5
2012-02-14,1721.5
2012-02-15,1729.25
2012-02-16,1714.5
2012-02-17,1727.5
2012-02-20,1731.25
2012-02-21,1742.5
2012-02-22,1753.375
2012-02-23,1776.75
2012-02-24,1778.0
2012-02-27,1768.5
2012-02-28,1777.875
2012-02-29,1779.0
2012-03-01,1717.5
2012-03-02,1710.75
2012-03-05,1701.5
2012-03-06,1677.25
2012-03-07,1680.0
2012-03-08,1695.75
2012-03-09,1693.5
2012-03-12,1701.375
2012-03-13,1692.375
2012-03-14,1653.125
2012-03-15,1647.375
2012-03-16,1653.5
2012-03-19,1657.75
2012-03-20,1652.625
2012-03-21,1652.625
2012-03-22,1635.75
2012-03-23,1657.5
2012-03-26,1669.125
2012-03-27,1693.0
2012-03-28,1676.5
2012-03-29,1656.625
2012-03-30,1661.625
2012-04-02,1670.75
2012-04-03,1675.5
2012-04-04,1626.375
2012-04-05,1626.75
2012-04-10,1643.875
2012-04-11,1656.0
2012-04-12,1662.0
2012-04-13,1668.5
2012-04-16,1650.625
2012-04-17,1643.75
2012-04-18,1645.25
2012-04-19,1646.0
2012-04-20,1640.75
2012-04-23,1630.5
2012-04-24,1644.125
2012-04-25,1639.5
2012-04-26,1650.875
2012-04-27,1658.75
2012-04-30,1656.875
2012-05-01,1662.625
2012-05-02,1650.25
2012-05-03,1640.125
2012-05-04,1636.625
2012-05-08,1614.75
2012-05-09,1584.0
2012-05-10,1594.25
2012-05-11,1581.875
2012-05-14,1560.75
2012-05-15,1557.75
2012-05-16,1543.0
2012-05-17,1550.5
2012-05-18,1588.75
2012-05-21,1591.375
2012-05-22,1579.125
2012-05-23,1552.0
2012-05-24,1563.5
2012-05-25,1565.0
2012-05-28,1576.8
2012-05-29,1576.625
2012-05-30,1544.375
2012-05-31,1562.75
2012-06-01,1579.25
2012-06-06,1634.125
2012-06-07,1613.375
2012-06-08,1576.25
2012-06-11,1588.5
2012-06-12,1596.375
2012-06-13,1616.125
2012-06-14,1616.25
2012-06-15,1624.75
2012-06-18,1619.5
2012-06-19,1627.0
2012-06-20,1609.875
2012-06-21,1591.0
2012-06-22,1568.0
2012-06-25,1569.5
2012-06-26,1579.625
2012-06-27,1570.5
2012-06-28,1563.125
2012-06-29,1584.0
2012-07-02,1594.125
2012-07-03,1613.0
2012-07-04,1615.25
2012-07-05,1610.375
2012-07-06,1589.375
2012-07-09,1583.0
2012-07-10,1594.875
2012-07-11,1576.75
2012-07-12,1560.875
2012-07-13,1587.25
2012-07-16,1586.875
2012-07-17,1590.125
2012-07-18,1577.375
2012-07-19,1582.0
2012-07-20,1579.625
2012-07-23,1571.875
2012-07-24,1578.125
2012-07-25,1594.25
2012-07-26,1610.5
2012-07-27,1618.5
2012-07-30,1617.125
2012-07-31,1622.375
2012-08-01,1606.875
2012-08-02,1600.75
2012-08-03,1598.5
2012-08-06,1608.375
2012-08-07,1612.0
2012-08-08,1610.125
2012-08-09,1613.875
2012-08-10,1613.5
2012-08-13,1622.375
2012-08-14,1606.125
2012-08-15,1598.25
2012-08-16,1604.0
2012-08-17,1615.625
2012-08-20,1615.125
2012-08-21,1631.75
2012-08-22,1641.25
2012-08-23,1663.875
2012-08-24,1666.75
2012-08-28,1665.75
2012-08-29,1662.125
2012-08-30,1658.75
2012-08-31,1653.125
2012-09-03,1688.75
2012-09-04,1694.25
2012-09-05,1689.75
2012-09-06,1704.75
2012-09-07,1712.0
2012-09-10,1732.375
2012-09-11,1733.875
2012-09-12,1739.875
2012-09-13,1731.875
2012-09-14,1774.0
2012-09-17,1768.625
2012-09-18,1763.125
2012-09-19,1770.625
2012-09-20,1759.25
2012-09-21,1779.125
2012-09-24,1760.5
2012-09-25,1769.125
2012-09-26,1754.25
2012-09-27,1759.125
2012-09-28,1778.5
2012-10-01,1778.75
2012-10-02,1777.0
2012-10-03,1776.25
2012-10-04,1789.125
2012-10-05,1787.0
2012-10-08,1771.25
2012-10-09,1772.375
2012-10-10,1762.125
2012-10-11,1768.125
2012-10-12,1766.875
2012-10-15,1741.625
2012-10-16,1742.0
2012-10-17,1748.375
2012-10-18,1745.5
2012-10-19,1734.875
2012-10-22,1725.875
2012-10-23,1714.0
2012-10-24,1707.5
2012-10-25,1715.25
2012-10-26,1710.0
2012-10-29,1709.5
2012-10-30,1711.75
2012-10-31,1718.5
2012-11-01,1719.75
2012-11-02,1696.625
2012-11-05,1681.25
2012-11-06,1691.375
2012-11-07,1722.875
2012-11-08,1716.0
2012-11-09,1735.5
2012-11-12,1735.5
2012-11-13,1725.5
2012-11-14,1725.125
2012-11-15,1716.75
2012-11-16,1711.75
2012-11-19,1726.875
2012-11-20,1733.125
2012-11-21,1725.375
2012-11-22,1730.375
2012-11-23,1734.625
2012-11-26,1748.875
2012-11-27,1746.75
2012-11-28,1724.5
2012-11-29,1724.75
